objectid,nombre,direccion,tipozona,parametros,mediciones,so2,no2,o3,co,pm10,pm25,tipoemisio,fecha_carg,calidad_am,fiwareid,lon,lat
17,Universidad Politécnica,POLITÈCNIC,Suburbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/1A.csv,1.0,27.0,58.0,,14.0,8.0,Fondo,2026-05-28 03:00:00,Razonablemente Buena,A05_POLITECNIC_60m,-0.3374006605379909,39.47964449683663
18,Viveros,VIVERS,Urbana,"Dióxido de azufre (SO2),Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Ozono,Partículas PM2.5,Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/5A.csv,4.0,12.0,94.0,,,,Fondo,2026-05-28 03:00:00,Razonablemente Buena,A06_VIVERS_60m,-0.36964822316008933,39.47964092471281
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,9.0,,,26.0,10.0,Tráfico,2026-05-28 03:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
12,Dr. Lluch,DR.LLUCH,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",,,22.0,,,28.0,11.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,-0.3282894894187906,39.46668475536866
20,Cabanyal,CABANYAL,Urbana,,,,21.0,,,30.0,11.0,Fondo,2026-05-28 04:00:00,Razonablemente Buena,A09_CABANYAL_60m,-0.3285348135088097,39.474390785264305
21,Olivereta,OLIVERETA,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,19.0,,,34.0,15.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A10_OLIVERETA_60m,-0.4059234455454753,39.46924423499947
22,Patraix,PATRAIX,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,53.0,,,30.0,14.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A11_PATRAIX_60m,-0.40141132923550643,39.45918908990401
13,Francia,AVDA.FRANCIA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Velocidad de viento (Veloc.), Particulas PM10, Particulas PM2,5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/6A.csv,2.0,16.0,52.0,0.0,30.0,8.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A01_AVFRANCIA_60m,-0.34298623243877063,39.457826887425945
14,Boulevar Sur,BULEVARD SUD,Urbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Benzo(a)pireno (BaP),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/7A.csv,0.0,29.0,65.0,,,,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,-0.3963375643922022,39.450396005413026
15,Molí del Sol,MOLÍ DEL SOL,Suburbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/3A.csv,4.0,11.0,55.0,0.0,22.0,9.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A03_MOLISOL_60m,-0.40880989691737146,39.481112110811566
16,Pista de Silla,PISTA DE SILLA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Benceno (Benc),Tolueno (Tolue),Xileno (Xilen),Partículas PM10,Partículas PM2.5,Nivel de presión sonora (SPL)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/4A.csv,4.0,9.0,70.0,0.0,27.0,12.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A04_PISTASILLA_60m,-0.37664393659543594,39.45806095360434
17,Universidad Politécnica,POLITÈCNIC,Suburbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/1A.csv,1.0,20.0,47.0,,14.0,8.0,Fondo,2026-05-28 04:00:00,Buena,A05_POLITECNIC_60m,-0.3374006605379909,39.47964449683663
18,Viveros,VIVERS,Urbana,"Dióxido de azufre (SO2),Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Ozono,Partículas PM2.5,Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/5A.csv,4.0,11.0,84.0,,,,Fondo,2026-05-28 04:00:00,Razonablemente Buena,A06_VIVERS_60m,-0.36964822316008933,39.47964092471281
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,12.0,,,27.0,10.0,Tráfico,2026-05-28 04:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
12,Dr. Lluch,DR.LLUCH,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",,,32.0,,,29.0,11.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,-0.3282894894187906,39.46668475536866
20,Cabanyal,CABANYAL,Urbana,,,,31.0,,,30.0,11.0,Fondo,2026-05-28 05:00:00,Razonablemente Buena,A09_CABANYAL_60m,-0.3285348135088097,39.474390785264305
21,Olivereta,OLIVERETA,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,37.0,,,34.0,15.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A10_OLIVERETA_60m,-0.4059234455454753,39.46924423499947
22,Patraix,PATRAIX,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,53.0,,,30.0,14.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A11_PATRAIX_60m,-0.40141132923550643,39.45918908990401
13,Francia,AVDA.FRANCIA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Velocidad de viento (Veloc.), Particulas PM10, Particulas PM2,5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/6A.csv,2.0,20.0,52.0,0.0,30.0,8.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A01_AVFRANCIA_60m,-0.34298623243877063,39.457826887425945
14,Boulevar Sur,BULEVARD SUD,Urbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Benzo(a)pireno (BaP),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/7A.csv,0.0,45.0,55.0,,,,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,-0.3963375643922022,39.450396005413026
15,Molí del Sol,MOLÍ DEL SOL,Suburbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/3A.csv,6.0,27.0,46.0,0.0,23.0,10.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A03_MOLISOL_60m,-0.40880989691737146,39.481112110811566
16,Pista de Silla,PISTA DE SILLA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Benceno (Benc),Tolueno (Tolue),Xileno (Xilen),Partículas PM10,Partículas PM2.5,Nivel de presión sonora (SPL)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/4A.csv,5.0,23.0,61.0,0.0,26.0,12.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A04_PISTASILLA_60m,-0.37664393659543594,39.45806095360434
17,Universidad Politécnica,POLITÈCNIC,Suburbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/1A.csv,2.0,29.0,37.0,,14.0,9.0,Fondo,2026-05-28 05:00:00,Buena,A05_POLITECNIC_60m,-0.3374006605379909,39.47964449683663
18,Viveros,VIVERS,Urbana,"Dióxido de azufre (SO2),Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Ozono,Partículas PM2.5,Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/5A.csv,4.0,24.0,73.0,,,,Fondo,2026-05-28 05:00:00,Razonablemente Buena,A06_VIVERS_60m,-0.36964822316008933,39.47964092471281
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,22.0,,,27.0,10.0,Tráfico,2026-05-28 05:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
20,Cabanyal,CABANYAL,Urbana,,,,31.0,,,30.0,11.0,Fondo,2026-05-28 06:00:00,Razonablemente Buena,A09_CABANYAL_60m,-0.3285348135088097,39.474390785264305
21,Olivereta,OLIVERETA,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,45.0,,,34.0,15.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A10_OLIVERETA_60m,-0.4059234455454753,39.46924423499947
22,Patraix,PATRAIX,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,53.0,,,30.0,14.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A11_PATRAIX_60m,-0.40141132923550643,39.45918908990401
13,Francia,AVDA.FRANCIA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Velocidad de viento (Veloc.), Particulas PM10, Particulas PM2,5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/6A.csv,2.0,28.0,52.0,0.0,29.0,8.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A01_AVFRANCIA_60m,-0.34298623243877063,39.457826887425945
12,Dr. Lluch,DR.LLUCH,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",,,36.0,,,28.0,11.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,-0.3282894894187906,39.46668475536866
16,Pista de Silla,PISTA DE SILLA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Benceno (Benc),Tolueno (Tolue),Xileno (Xilen),Partículas PM10,Partículas PM2.5,Nivel de presión sonora (SPL)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/4A.csv,5.0,40.0,50.0,0.0,25.0,12.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A04_PISTASILLA_60m,-0.37664393659543594,39.45806095360434
17,Universidad Politécnica,POLITÈCNIC,Suburbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/1A.csv,3.0,22.0,34.0,,14.0,9.0,Fondo,2026-05-28 06:00:00,Buena,A05_POLITECNIC_60m,-0.3374006605379909,39.47964449683663
18,Viveros,VIVERS,Urbana,"Dióxido de azufre (SO2),Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Ozono,Partículas PM2.5,Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/5A.csv,3.0,37.0,61.0,,,,Fondo,2026-05-28 06:00:00,Razonablemente Buena,A06_VIVERS_60m,-0.36964822316008933,39.47964092471281
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,28.0,,,27.0,11.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
14,Boulevar Sur,BULEVARD SUD,Urbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Benzo(a)pireno (BaP),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/7A.csv,1.0,50.0,45.0,,,,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,-0.3963375643922022,39.450396005413026
15,Molí del Sol,MOLÍ DEL SOL,Suburbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/3A.csv,9.0,36.0,39.0,0.0,22.0,10.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A03_MOLISOL_60m,-0.40880989691737146,39.481112110811566
20,Cabanyal,CABANYAL,Urbana,,,,31.0,,,30.0,11.0,Fondo,2026-05-28 06:00:00,Razonablemente Buena,A09_CABANYAL_60m,-0.3285348135088097,39.474390785264305
21,Olivereta,OLIVERETA,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,45.0,,,34.0,15.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A10_OLIVERETA_60m,-0.4059234455454753,39.46924423499947
22,Patraix,PATRAIX,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,53.0,,,30.0,14.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A11_PATRAIX_60m,-0.40141132923550643,39.45918908990401
13,Francia,AVDA.FRANCIA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Velocidad de viento (Veloc.), Particulas PM10, Particulas PM2,5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/6A.csv,2.0,28.0,52.0,0.0,29.0,8.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A01_AVFRANCIA_60m,-0.34298623243877063,39.457826887425945
12,Dr. Lluch,DR.LLUCH,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",,,36.0,,,28.0,11.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,-0.3282894894187906,39.46668475536866
16,Pista de Silla,PISTA DE SILLA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Benceno (Benc),Tolueno (Tolue),Xileno (Xilen),Partículas PM10,Partículas PM2.5,Nivel de presión sonora (SPL)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/4A.csv,5.0,40.0,50.0,0.0,25.0,12.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A04_PISTASILLA_60m,-0.37664393659543594,39.45806095360434
17,Universidad Politécnica,POLITÈCNIC,Suburbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/1A.csv,3.0,22.0,34.0,,14.0,9.0,Fondo,2026-05-28 06:00:00,Buena,A05_POLITECNIC_60m,-0.3374006605379909,39.47964449683663
18,Viveros,VIVERS,Urbana,"Dióxido de azufre (SO2),Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Ozono,Partículas PM2.5,Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/5A.csv,3.0,37.0,61.0,,,,Fondo,2026-05-28 06:00:00,Razonablemente Buena,A06_VIVERS_60m,-0.36964822316008933,39.47964092471281
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,28.0,,,27.0,11.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
14,Boulevar Sur,BULEVARD SUD,Urbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Benzo(a)pireno (BaP),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/7A.csv,1.0,50.0,45.0,,,,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,-0.3963375643922022,39.450396005413026
15,Molí del Sol,MOLÍ DEL SOL,Suburbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/3A.csv,9.0,36.0,39.0,0.0,22.0,10.0,Tráfico,2026-05-28 06:00:00,Razonablemente Buena,A03_MOLISOL_60m,-0.40880989691737146,39.481112110811566
12,Dr. Lluch,DR.LLUCH,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",,,54.0,,,28.0,11.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,-0.3282894894187906,39.46668475536866
20,Cabanyal,CABANYAL,Urbana,,,,40.0,,,24.0,11.0,Fondo,2026-05-28 07:00:00,Razonablemente Buena,A09_CABANYAL_60m,-0.3285348135088097,39.474390785264305
21,Olivereta,OLIVERETA,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,54.0,,,32.0,15.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A10_OLIVERETA_60m,-0.4059234455454753,39.46924423499947
22,Patraix,PATRAIX,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,53.0,,,29.0,13.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A11_PATRAIX_60m,-0.40141132923550643,39.45918908990401
13,Francia,AVDA.FRANCIA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Velocidad de viento (Veloc.), Particulas PM10, Particulas PM2,5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/6A.csv,2.0,44.0,52.0,0.0,30.0,8.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A01_AVFRANCIA_60m,-0.34298623243877063,39.457826887425945
17,Universidad Politécnica,POLITÈCNIC,Suburbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/1A.csv,2.0,30.0,29.0,,14.0,9.0,Fondo,2026-05-28 07:00:00,Buena,A05_POLITECNIC_60m,-0.3374006605379909,39.47964449683663
14,Boulevar Sur,BULEVARD SUD,Urbana,"Dióxido de azufre (SO2),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Benzo(a)pireno (BaP),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/7A.csv,1.0,48.0,37.0,,,,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A02_BULEVARDSUD_60m,-0.3963375643922022,39.450396005413026
15,Molí del Sol,MOLÍ DEL SOL,Suburbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/3A.csv,5.0,32.0,36.0,0.0,22.0,10.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A03_MOLISOL_60m,-0.40880989691737146,39.481112110811566
16,Pista de Silla,PISTA DE SILLA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Benceno (Benc),Tolueno (Tolue),Xileno (Xilen),Partículas PM10,Partículas PM2.5,Nivel de presión sonora (SPL)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/4A.csv,5.0,45.0,41.0,0.0,25.0,12.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A04_PISTASILLA_60m,-0.37664393659543594,39.45806095360434
18,Viveros,VIVERS,Urbana,"Dióxido de azufre (SO2),Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Ozono,Partículas PM2.5,Partículas PM10,Niquel (Ni),Arsénico (As),Plomo (Pb),Cadmio (Cd)",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/5A.csv,2.0,37.0,54.0,,,,Fondo,2026-05-28 07:00:00,Razonablemente Buena,A06_VIVERS_60m,-0.36964822316008933,39.47964092471281
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,36.0,,,27.0,11.0,Tráfico,2026-05-28 07:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
22,Patraix,PATRAIX,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,53.0,,,28.0,13.0,Tráfico,2026-05-28 08:00:00,Razonablemente Buena,A11_PATRAIX_60m,-0.40141132923550643,39.45918908990401
13,Francia,AVDA.FRANCIA,Urbana,"Dióxido de azufre (SO2),Monóxido de carbono (CO),Ozono,Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Velocidad de viento (Veloc.), Particulas PM10, Particulas PM2,5",http://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/6A.csv,3.0,44.0,52.0,0.0,31.0,8.0,Tráfico,2026-05-28 08:00:00,Razonablemente Buena,A01_AVFRANCIA_60m,-0.34298623243877063,39.457826887425945
12,Dr. Lluch,DR.LLUCH,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5,Partículas PM1",,,71.0,,,28.0,11.0,Tráfico,2026-05-28 08:00:00,Razonablemente Buena,A08_DR_LLUCH_60m,-0.3282894894187906,39.46668475536866
20,Cabanyal,CABANYAL,Urbana,,,,56.0,,,25.0,11.0,Fondo,2026-05-28 08:00:00,Razonablemente Buena,A09_CABANYAL_60m,-0.3285348135088097,39.474390785264305
21,Olivereta,OLIVERETA,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",,,54.0,,,31.0,14.0,Tráfico,2026-05-28 08:00:00,Razonablemente Buena,A10_OLIVERETA_60m,-0.4059234455454753,39.46924423499947
19,Centro,VALÈNCIA CENTRE,Urbana,"Óxidos de nitrógeno totales (NOx),Monóxido de nitrógeno (NO),Dióxido de nitrógeno (NO2),Partículas PM10,Partículas PM2.5",https://mapas.valencia.es/WebsMunicipales/uploads/atmosferica/8A.csv,,39.0,,,26.0,10.0,Tráfico,2026-05-28 08:00:00,Razonablemente Buena,A07_VALENCIACENTRE_60m,-0.3763976516716188,39.47054767016766
